T*,V*,Rcut*,TAIL,ln(z*),<rho*>,stdev,<p*>,stdev,<U*>,stdev
0.72871,512.0,2.5,LFS,-6.504591690887347,0.0015245520848264048,1.7839950371730128e-07,0.0011006017748782175,1.392814142093852e-07,-0.010223430459445225,4.726807759259294e-06
0.72871,512.0,2.5,LFS,-6.499926892328327,0.0015318162805080578,1.7912249778675632e-07,0.0011057964990276795,1.39871119783798e-07,-0.01032117876788797,4.7693787990245854e-06
0.72871,512.0,2.5,LFS,-6.495262093769304,0.0015391157494978355,1.7984817880190798e-07,0.0011110159761529756,1.4046314759654017e-07,-0.010419871087743643,4.812339541134584e-06
0.72871,512.0,2.5,LFS,-6.490597295210284,0.0015464506695015388,1.8057656038198047e-07,0.0011162603264599107,1.4105750576916163e-07,-0.010519516673025323,4.855693780247635e-06
0.72871,512.0,2.5,LFS,-6.485932496651264,0.00155382121918341,1.8130765640285773e-07,0.00112152967075999,1.416542024559783e-07,-0.01062012487047484,4.899445351979013e-06
0.72871,512.0,2.5,LFS,-6.481267698092244,0.001561227578171921,1.8204148100300877e-07,0.001126824130473688,1.422532458452064e-07,-0.010721705120521627,4.943598133363597e-06
0.72871,512.0,2.5,LFS,-6.4766028995332245,0.001568669927065613,1.8277804858869643e-07,0.0011321438276337334,1.4285464415960922e-07,-0.010824266958252091,4.988156043303384e-06
0.72871,512.0,2.5,LFS,-6.471938100974205,0.00157614844743897,1.8351737384110093e-07,0.0011374888848884183,1.434584056572058e-07,-0.010927820014389415,5.033123043041271e-06
0.72871,512.0,2.5,LFS,-6.467273302415185,0.001583663321848341,1.8425947172198063e-07,0.0011428594255049255,1.4406453863117044e-07,-0.011032374016284024,5.078503136609744e-06
0.72871,512.0,2.5,LFS,-6.462608503856162,0.0015912147338379098,1.850043574796562e-07,0.0011482555733726826,1.4467305141115947e-07,-0.011137938788914805,5.124300371304171e-06
0.72871,512.0,2.5,LFS,-6.457943705297142,0.001598802867945661,1.8575204665593452e-07,0.0011536774530067045,1.4528395236383538e-07,-0.011244524255900733,5.170518838150363e-06
0.72871,512.0,2.5,LFS,-6.453278906738122,0.0016064279097094847,1.8650255509157492e-07,0.0011591251895510207,1.458972498929799e-07,-0.011352140440524442,5.217162672364758e-06
